R-id,class,reactions,cluster
24422,3,COc1ccccc1C(=O)c1cccc(C#N)c1.I>>N#Cc1cccc(C(=O)c2ccccc2O)c1.CI,27
44366,6,Cc1ccc(-c2ccc(C(F)(F)F)cn2)c(C(=O)N2CCC[C@@H](C)[C@H]2CN)c1.Clc1ccc(Br)nc1>>Cc1ccc(-c2ccc(C(F)(F)F)cn2)c(C(=O)N2CCC[C@@H](C)[C@H]2CNc2ccc(Cl)cn2)c1.Br,0
18037,2,CCI.CCNc1ccc(Br)cc1C(C)(C)C>>CCN(CC)c1ccc(Br)cc1C(C)(C)C.I,19
14370,6,C#CCCCCCCCCCC.COC(=O)c1cc(Br)cc(C)c1N(C)S(=O)(=O)c1ccc(OC)cc1>>CCCCCCCCCCC#Cc1cc(C)c(N(C)S(=O)(=O)c2ccc(OC)cc2)c(C(=O)OC)c1.Br,30
28615,1,COc1ccc(C(=O)C2CCN(C3CCNC3=O)CC2)cc1.O=c1[nH]c(CCl)nc2c1COCC2>>COc1ccc(C(=O)C2CCN(C3CCN(Cc4nc5c(c(=O)[nH]4)COCC5)C3=O)CC2)cc1.Cl,7
41056,1,CI.O[C@H](COCc1ccccc1)C(F)(F)F>>CO[C@H](COCc1ccccc1)C(F)(F)F.I,41
29831,6,Cc1cc(N)c2cc(C(=O)Nc3ccc(CN)cc3)ccc2n1.O=C(O)c1ccnc(Cl)c1>>Cc1cc(N)c2cc(C(=O)Nc3ccc(CNC(=O)c4ccnc(Cl)c4)cc3)ccc2n1.O,2
31719,1,CC(C)(C)N(O)CC(=O)c1cc(C#N)c(N)c(C#N)c1.[H].[H]>>CC(C)(C)N(O)CC(O)c1cc(C#N)c(N)c(C#N)c1,32
44641,1,C=CC[Sn](CCCC)(CCCC)CCCC.COc1ccc2ccc(=O)n(C)c2c1Br>>C=CCc1c(OC)ccc2ccc(=O)n(C)c12.CCCC[Sn](Br)(CCCC)CCCC,42
31460,6,NC1CN2CCC1CC2.Nc1cc(OCc2ccccc2)c(C(=O)O)cc1Cl>>Nc1cc(OCc2ccccc2)c(C(=O)NC2CN3CCC2CC3)cc1Cl.O,2
28103,7,CC(C)=CC(O)CCN.COC(=O)Cl>>COC(=O)NCCC(O)C=C(C)C.Cl,7
16226,6,CC(C)(C)NC(=O)c1cccc(Oc2ccc(Nc3ncnc4c3C=C(CO)CCN4)cc2Cl)c1.[O]>>CC(C)(C)NC(=O)c1cccc(Oc2ccc(Nc3ncnc4c3C=C(C=O)CCN4)cc2Cl)c1.O,8
14148,10,Clc1ncnc2ccc(I)cc12.OCc1ccccc1>>Ic1ccc2ncnc(OCc3ccccc3)c2c1.Cl,9
36399,2,Cc1[nH]c2ccnc(Cl)c2c1Cc1ccccc1.c1ccc2c(c1)CCNC2>>Cc1[nH]c2ccnc(N3CCc4ccccc4C3)c2c1Cc1ccccc1.Cl,7
30548,1,Cc1nn(-c2ccnc3[nH]ccc23)cc1Br.N#Cc1cccc(B(O)O)c1>>Cc1nn(-c2ccnc3[nH]ccc23)cc1-c1cccc(C#N)c1.B(O)(O)Br,15
48778,1,C=C[C@@H](C#CC#C[C@H](N)CCCCCCCCC)OC(C)=O.S=C(Cl)Cl>>C=C[C@@H](C#CC#C[C@@H](CCCCCCCCC)N=C=S)OC(C)=O.Cl.Cl,43
20996,1,COC(=O)c1ccc(Br)cc1.O=C(C1CC12CCNCC2)N1CCN(C2CCC2)CC1>>COC(=O)c1ccc(N2CCC3(CC2)CC3C(=O)N2CCN(C3CCC3)CC2)cc1.Br,0
34819,6,Cc1onc(-c2ccccc2)c1-c1cn(-c2ccccc2C(=O)O)cn1.NC1CCC1>>Cc1onc(-c2ccccc2)c1-c1cn(-c2ccccc2C(=O)NC2CCC2)cn1.O,2
25935,1,COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(Cl)nc2c1OC1CCCC1.OCCO>>COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(OCCO)nc2c1OC1CCCC1.Cl,9
8011,1,CCOC(=O)Cl.Nc1ccc(-c2cnc(C3CCc4cc(-c5cc(Cl)ccc5-n5cnnn5)cc(=O)n43)[nH]2)cc1>>CCOC(=O)Nc1ccc(-c2cnc(C3CCc4cc(-c5cc(Cl)ccc5-n5cnnn5)cc(=O)n43)[nH]2)cc1.Cl,7
1377,2,CCCS(=O)(=O)N(Cc1ccc(OC)cc1)c1ccc(F)c(N)c1OC.O=C(Cl)c1cccc2c(Cl)ncnc12>>CCCS(=O)(=O)N(Cc1ccc(OC)cc1)c1ccc(F)c(NC(=O)c2cccc3c(Cl)ncnc23)c1OC.Cl,7
30668,1,CCOC(=O)Nc1nc2ccc(Cl)cc2nc1OC.Cc1cc(C)cc(N2CCNCC2)c1>>COc1nc2cc(Cl)ccc2nc1NC(=O)N1CCN(c2cc(C)cc(C)c2)CC1.CCO,2
20607,6,CCC[C@@H]1C[C@@H]([C@H](O)COCc2ccccc2)OC1=O.CS(=O)(=O)Cl>>CCC[C@@H]1C[C@@H]([C@@H](COCc2ccccc2)OS(C)(=O)=O)OC1=O.Cl,31
300,3,Cc1nc(-c2c(F)cc(Cl)cc2-c2ccc3c(c2)CC[C@@H]3NC(=O)C2(N)CC2)no1.O=C(O)c1ccno1>>Cc1nc(-c2c(F)cc(Cl)cc2-c2ccc3c(c2)CC[C@@H]3NC(=O)C2(NC(=O)c3ccno3)CC2)no1.O,2
19550,7,Cc1cc(N)n[nH]1.Clc1nc(Cl)c2cnn(-c3ccccc3)c2n1>>Cc1cc(Nc2nc(Cl)nc3c2cnn3-c2ccccc2)n[nH]1.Cl,7
17951,3,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)O)C2)nc1C(F)F.NS(=O)(=O)Cc1cccc(F)c1>>CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3cccc(F)c3)C2)nc1C(F)F.O,2
38044,6,Brc1ccccn1.CCO[C@H]1CNC[C@H]1Nc1nc(CC)c(-c2ccc(OC)cc2C)nc1CC>>CCO[C@H]1CN(c2ccccn2)C[C@H]1Nc1nc(CC)c(-c2ccc(OC)cc2C)nc1CC.Br,0
5123,1,Nc1ccc(F)c(C23CN(c4ncc(F)cn4)CC2CSC(NC(=O)c2ccccc2)=N3)c1.O=C(O)c1ccc(F)cn1>>O=C(NC1=NC2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)CN(c3ncc(F)cn3)CC2CS1)c1ccccc1.O,2
31063,1,COc1cc([C@H]2CN3CCN(C(=O)OC(C)(C)C)C[C@@H]3CO2)ccc1C#N.O>>COc1cc([C@H]2CN3CCNC[C@@H]3CO2)ccc1C#N.CC(C)(C)OC(=O)O,18
31700,1,Cc1ncc(Cl)cc1CN1C(=O)c2ccccc2C1=O.O.O>>Cc1ncc(Cl)cc1CN.O=C(O)c1ccccc1C(=O)O,24
29171,5,COC(=O)[C@H](CCc1ccccc1)OCC(=O)N1CCOCC1.O>>O=C(O)[C@H](CCc1ccccc1)OCC(=O)N1CCOCC1.CO,23
24863,1,COC(=O)c1ccc(-n2nc(-c3cc(CNC(=O)C(F)(F)F)ccc3Cl)[nH]c2=O)cc1.O>>COC(=O)c1ccc(-n2nc(-c3cc(CN)ccc3Cl)[nH]c2=O)cc1.O=C(O)C(F)(F)F,18
37860,9,CN1CCN(C(=O)OC(C)(C)C)CC1=O.O>>CN1CCNCC1=O.CC(C)(C)OC(=O)O,18
49735,1,Cc1cccc(-c2nc(CCOc3ccc(/C=C/C=O)cc3)c(C)o2)c1.O=C1COC(=O)N1>>Cc1cccc(-c2nc(CCOc3ccc(C=CC=C4OC(=O)NC4=O)cc3)c(C)o2)c1.O,26
7958,6,CCOC(=O)c1cnc(-c2ccc(Br)cc2F)cc1Cl.Oc1ccccc1Cl>>CCOC(=O)c1cnc(-c2ccc(Br)cc2F)cc1Oc1ccccc1Cl.Cl,9
11315,3,COc1cccc2cc(CO)oc12.[H].[H]>>COc1cccc2cc(C)oc12.O,37
28185,1,CC(C)(C)OC(=O)N1CCN(c2cccc(Cl)c2)C(=O)C1.N#Cc1ccc(Cn2cncc2C=O)cc1>>CC(C)(C)OC(=O)N1CCN(c2cccc(Cl)c2)C(=O)C1C(O)c1cncn1Cc1ccc(C#N)cc1,44
43551,1,ClCc1cscn1.O=S(O)c1ccc(Cl)cc1[Na]>>O=S(=O)(Cc1cscn1)c1ccc(Cl)cc1.[Na]Cl,45
5043,2,CI.Cc1cc(OC2CCS(=O)(=O)NC2)cc(C)c1Br>>Cc1cc(OC2CCS(=O)(=O)N(C)C2)cc(C)c1Br.I,19
22781,7,ClCCCCCCCCOc1ccc2ccccc2c1.O=C1NC(=O)c2ccccc21>>O=C1c2ccccc2C(=O)N1CCCCCCCCOc1ccc2ccccc2c1.Cl,7
21408,1,CC(=O)OC(C)=O.Nc1ccc(OC2CN3CCC2CC3)cc1>>CC(=O)Nc1ccc(OC2CN3CCC2CC3)cc1.CC(=O)O,2
10467,1,CC(C)(C)OC(=O)N1CCOC(C(=O)O)C1.CNOC>>CON(C)C(=O)C1CN(C(=O)OC(C)(C)C)CCO1.O,2
42377,1,COc1cc2ncnc(N3CCc4ccc(C#C[Si](C)(C)C)cc43)c2cc1OC.O>>C#Cc1ccc2c(c1)N(c1ncnc3cc(OC)c(OC)cc13)CC2.C[Si](C)(C)O,46
42753,1,BrCCCOc1ccccc1.C1CCNCC1>>c1ccc(OCCCN2CCCCC2)cc1.Br,0
14979,1,CC(C)Oc1ncc(-c2nc(-c3ccc4c(c3)CCNCC4)no2)cc1C#N.C[C@@H](O)[C@H](NC(=O)OC(C)(C)C)C(=O)O>>CC(C)Oc1ncc(-c2nc(-c3ccc4c(c3)CCN(C(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)O)CC4)no2)cc1C#N.O,2
31466,1,Nc1cccc2cc(O)ccc12.O=Cc1ccccc1>>Oc1ccc2c(N=Cc3ccccc3)cccc2c1.O,36
39222,2,CC(C)(C)OC(=O)c1nn(C(C)(C)C)c2nc(F)ccc12.O>>CC(C)(C)n1nc(C(=O)O)c2ccc(F)nc21.CC(C)(C)O,23
576,1,CC(C)c1ccc(N(Cc2cn[nH]c2)C(=O)C2CCCc3c(OCc4ccccc4)cccc32)cn1.ClCc1cccnc1>>CC(C)c1ccc(N(Cc2cnn(Cc3cccnc3)c2)C(=O)C2CCCc3c(OCc4ccccc4)cccc32)cn1.Cl,7
21047,3,O=S(=O)(CC1CN(C(c2ccccc2)c2ccccc2)C1)c1ccccc1F.O>>O=S(=O)(CC1CNC1)c1ccccc1F.OC(c1ccccc1)c1ccccc1,18
46414,1,COc1ccc(CCNC(=O)CCCCC(=O)O)cc1OC.NCCNc1ccccc1>>COc1ccc(CCNC(=O)CCCCC(=O)NCCNc2ccccc2)cc1OC.O,2
10144,10,CCC(=O)Cl.Cc1ccc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)cc1-c1ccc(CN)cc1>>CCC(=O)NCc1ccc(-c2cc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)ccc2C)cc1.Cl,7
11140,1,OCC1(c2ccccc2)c2ccccc2-c2ccccc21.[O]>>O=CC1(c2ccccc2)c2ccccc2-c2ccccc21.O,8
13810,2,NCCC(=O)O.O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1>>O=C(O)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-].F,16
22827,3,CC(=O)Oc1cnn(-c2ccc(Br)cc2)n1.O>>Oc1cnn(-c2ccc(Br)cc2)n1.CC(=O)O,23
45907,7,Cc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)cc1N.Cc1cn(C)nc1C(=O)O>>Cc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)cc1NC(=O)c1nn(C)cc1C.O,2
11658,2,CS(=O)(=O)O[C@H]1CCN(CCc2ccc(Cl)cc2)C1.c1ccc2c(c1)COc1ccccc1N2>>Clc1ccc(CCN2CC[C@@H](N3c4ccccc4COc4ccccc43)C2)cc1.CS(=O)(=O)O,2
45067,7,CS(=O)(=O)Cl.O=C1NCC[C@@H]1Oc1ncnc2c1cnn2-c1ccccc1Cl>>CS(=O)(=O)N1CC[C@H](Oc2ncnc3c2cnn3-c2ccccc2Cl)C1=O.Cl,3
38716,7,CC(C)(C)OC(=O)CBr.COC(=O)c1ccccc1NC(=O)Cc1ccc(Oc2ccc(O)cc2)cc1>>COC(=O)c1ccccc1NC(=O)Cc1ccc(Oc2ccc(OCC(=O)OC(C)(C)C)cc2)cc1.Br,14
49430,9,CCCCCCCCCCCCCCOc1ccc(N)cc1.O=Cc1cccnc1.[H].[H]>>CCCCCCCCCCCCCCOc1ccc(NCc2cccnc2)cc1.O,12
47919,2,CNCCCS(=O)(=O)CCCCC(F)(F)F.Oc1ccc2c(c1)CCCC(c1cc(F)cc(F)c1)=C2CCCCCCBr>>CN(CCCCCCC1=C(c2cc(F)cc(F)c2)CCCc2cc(O)ccc21)CCCS(=O)(=O)CCCCC(F)(F)F.Br,0
48657,6,Cc1ccc(C2CCCN2)c(C)c1.Cc1ccc(S(=O)(=O)Cl)cc1>>Cc1ccc(S(=O)(=O)N2CCCC2c2ccc(C)cc2C)cc1.Cl,3
48447,3,CS(=O)(=O)OC[C@@H]1COc2cccnc2O1.NCCCN1CCC(=O)NC1=O>>O=C1CCN(CCCNC[C@H]2COc3cccnc3O2)C(=O)N1.CS(=O)(=O)O,2
70,2,CC(C)(C)OC(=O)NC1(c2ccc(-c3c(Cl)nc4n3-c3cccnc3Nc3ccccc3-4)cc2)CCC1.O=C(OCc1ccccc1)c1ccc(B(O)O)cc1>>CC(C)(C)OC(=O)NC1(c2ccc(-c3c(-c4ccc(C(=O)OCc5ccccc5)cc4)nc4n3-c3cccnc3Nc3ccccc3-4)cc2)CCC1.B(O)(O)Cl,1
21997,1,CCc1cccc(N=C=O)c1.CN(CCCN)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H]2OC(C)(C)O[C@@H]21>>CCc1cccc(NC(=O)NCCCN(C)C[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@@H]3OC(C)(C)O[C@@H]32)c1,10
7507,2,CC(=O)N1c2ccc(-c3cnn(C4CC4)c3)cc2NC[C@@H]1C.Clc1nc2ccccc2o1>>CC(=O)N1c2ccc(-c3cnn(C4CC4)c3)cc2N(c2nc3ccccc3o2)C[C@@H]1C.Cl,7
35439,3,Cc1cnc(Nc2cc(-c3ccnc(-n4ncc5cc(C(C)(C)C)cc(F)c5c4=O)c3C=O)cn(C)c2=O)s1.[H].[H]>>Cc1cnc(Nc2cc(-c3ccnc(-n4ncc5cc(C(C)(C)C)cc(F)c5c4=O)c3CO)cn(C)c2=O)s1,32
29351,2,Cc1cc(C2(c3cccc(Br)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O.OB(O)c1cncc(Cl)c1>>Cc1cc(C2(c3cccc(-c4cncc(Cl)c4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O.B(O)(O)Br,15
11310,7,O=Cc1c(-c2ccc(F)cc2)nn2cc(C(F)(F)F)ccc12.O.[Mg]C#CCl>>C#CC(O)c1c(-c2ccc(F)cc2)nn2cc(C(F)(F)F)ccc12.[Mg]OCl,47
48552,2,CC(=CBr)c1ccc(F)c(F)c1.Cc1ccc2[nH]c3c(c2c1)CCN(C)C3>>CC(=Cn1c2c(c3cc(C)ccc31)CCN(C)C2)c1ccc(F)c(F)c1.Br,0
45264,9,CC1(C)OB(c2ccc3c(c2)CNC(=O)N3)OC1(C)C.Cc1nc(N2N=C(Cl)C[C@@H]2C2CCCC2)ccc1C#N>>Cc1nc(N2N=C(c3ccc4c(c3)CNC(=O)N4)C[C@@H]2C2CCCC2)ccc1C#N.CC1(C)OB(Cl)OC1(C)C,1
2332,6,COc1ccc(Cn2nc(-c3ncc(OC)c(Nc4ccncc4)n3)c3ccccc32)cc1.O>>COc1cnc(-c2n[nH]c3ccccc23)nc1Nc1ccncc1.COc1ccc(CO)cc1,18
3463,6,CC(=O)N(C)C1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1C.O>>CNC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1C.CC(=O)O,18
19982,1,C1COCCN1.COc1cccc(C2OC(CC(=O)O)c3nnc(C(C)C)n3-c3ccc(Cl)cc32)c1OC>>COc1cccc(C2OC(CC(=O)N3CCOCC3)c3nnc(C(C)C)n3-c3ccc(Cl)cc32)c1OC.O,2
22818,1,Clc1ncccn1.Nc1cccc([N+](=O)[O-])c1>>O=[N+]([O-])c1cccc(Nc2ncccn2)c1.Cl,7
4676,2,O=CC1CCCCC1.O.[Mg]C=CCl>>C=CC(O)C1CCCCC1.[Mg]OCl,47
5633,2,CC(C)(Cc1c[nH]c2c(O)cccc12)NC(=O)OC(C)(C)C.N#CCBr>>CC(C)(Cc1c[nH]c2c(OCC#N)cccc12)NC(=O)OC(C)(C)C.Br,14
42670,9,Cc1onc(-c2ccccc2)c1-c1cn2cc(N)ccc2n1.O=C(O)CC1CC1>>Cc1onc(-c2ccccc2)c1-c1cn2cc(NC(=O)CC3CC3)ccc2n1.O,2
45299,3,CC(N)c1ccccc1.COc1ccc(-n2c(-c3ccc(C(=O)O)cc3)nc3ccccc32)cc1>>COc1ccc(-n2c(-c3ccc(C(=O)NC(C)c4ccccc4)cc3)nc3ccccc32)cc1.O,2
7078,5,COc1cc(B(O)O)ccn1.Cc1ccc(Nc2ccc(Oc3ncccc3Br)cc2)nc1>>COc1cc(-c2cccnc2Oc2ccc(Nc3ccc(C)cn3)cc2)ccn1.B(O)(O)Br,15
15284,1,COC(=O)c1nc(C#N)c2cc(Oc3ccccc3)ccc2c1O.NC[C@H](Cc1ccccc1)C(=O)O>>N#Cc1nc(C(=O)NC[C@H](Cc2ccccc2)C(=O)O)c(O)c2ccc(Oc3ccccc3)cc12.CO,2
35819,1,CCOC(=O)c1coc(Oc2ccc3c(c2)C(C)(C)CC3)n1.COc1nc(NCCN(C)C)nc(OC)c1N>>COc1nc(NCCN(C)C)nc(OC)c1NC(=O)c1coc(Oc2ccc3c(c2)C(C)(C)CC3)n1.CCO,2
22978,2,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.N[C@@H]1CCc2c(Br)cccc21>>CC(C)(C)OC(=O)N[C@@H]1CCc2c(Br)cccc21.CC(C)(C)OC(=O)O,2
11889,2,CS(=O)(=O)Cl.OCc1ccc(C2=NCC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)cc1Br>>CS(=O)(=O)OCc1ccc(C2=NCC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)cc1Br.Cl,31
359,2,Cc1noc(-c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1.NS(=O)(=O)c1ccccc1>>Cc1noc(-c2ccc(-c3ccc(C4(C(=O)NS(=O)(=O)c5ccccc5)CC4)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1.O,2
19896,3,CS(=O)(=O)Cl.Nc1ncc(-c2ccc(CCCO)cc2)nc1C(=O)Nc1cccnc1>>CS(=O)(=O)OCCCc1ccc(-c2cnc(N)c(C(=O)Nc3cccnc3)n2)cc1.Cl,31
31290,3,COC(=O)CN.O=C(Cl)c1ccccc1Cl>>COC(=O)CNC(=O)c1ccccc1Cl.Cl,7
49575,1,CCI.CCNC1(C(N)=O)CN(c2nc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c3n[nH]c(=O)n23)C1>>CCNC1(C(N)=O)CN(c2nc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c3nn(CC)c(=O)n23)C1.I,19
16492,1,Nc1ccc(Br)nc1.OB(O)c1ccccc1>>Nc1ccc(-c2ccccc2)nc1.B(O)(O)Br,15
49812,1,CC1CCN(c2cc(N3CCNCC3)ccc2NC(=O)c2ccc(C#N)o2)CC1.CS(=O)(=O)Cl>>CC1CCN(c2cc(N3CCN(S(C)(=O)=O)CC3)ccc2NC(=O)c2ccc(C#N)o2)CC1.Cl,3
19703,1,CC(C)(C)OC(=O)NC(CN)c1ccccc1C(F)(F)F.O=C(O)Cn1nc(-c2ccc(Cl)s2)n(Cc2ccccc2F)c1=O>>CC(C)(C)OC(=O)NC(CNC(=O)Cn1nc(-c2ccc(Cl)s2)n(Cc2ccccc2F)c1=O)c1ccccc1C(F)(F)F.O,2
1767,1,Brc1ccccn1.C#CCCn1nc2cccc([N+](=O)[O-])c2n1>>O=[N+]([O-])c1cccc2nn(CCC#Cc3ccccn3)nc12.Br,30
14731,7,Brc1ccccc1.C#Cc1ccccc1>>C(#Cc1ccccc1)c1ccccc1.Br,30
21720,2,COC(=O)CC1CCCCCC1N1CCN(Cc2ccccc2)CC1.O>>COC(=O)CC1CCCCCC1N1CCNCC1.OCc1ccccc1,18
4399,2,C#CCOc1cc(Cl)ncn1.Oc1cccc(F)c1>>C#CCOc1cc(Oc2cccc(F)c2)ncn1.Cl,9
47176,7,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.[H].[H]>>CC(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,21
19676,2,C#CC1(C)CCc2c(C)c(O)c(C)c(C)c2O1.Ic1ccccc1>>Cc1c(C)c2c(c(C)c1O)CCC(C)(C#Cc1ccccc1)O2.I,25
34314,6,COc1cc(OC)c2c(c1)OCCCC=CCCCOC2=O.I>>COc1cc(O)c2c(c1)OCCCC=CCCCOC2=O.CI,27
42506,6,CNCCOC.O=Cc1cc(Br)ccc1F>>COCCN(C)c1ccc(Br)cc1C=O.F,16
18209,3,C=CCC(CC1CC2CCN1CC2)(c1ccccc1)c1ccccc1.[H].[H]>>CCCC(CC1CC2CCN1CC2)(c1ccccc1)c1ccccc1,21
11475,6,BrCc1ccccc1.Clc1nc(Cl)c2nc[nH]c2n1>>Clc1nc(Cl)c2ncn(Cc3ccccc3)c2n1.Br,0
28800,3,O=C(CBr)c1ccc(Br)cc1.N#CS[Na]>>N#CSCC(=O)c1ccc(Br)cc1.[Na]Br,48
28120,6,CNc1ccccc1.O=S(=O)(Cl)c1ccccc1C(F)(F)F>>CN(c1ccccc1)S(=O)(=O)c1ccccc1C(F)(F)F.Cl,3
12818,2,CC(C)I.COc1ccc(Br)cc1O>>COc1ccc(Br)cc1OC(C)C.I,41
46768,1,CCOC(=O)c1cccnc1OCc1ccc2c(c1)OCO2.NN>>NNC(=O)c1cccnc1OCc1ccc2c(c1)OCO2.CCO,2
46336,7,CCNCc1ccc(C(F)(F)F)cc1-c1cc(CC(=O)OCC)ccc1OC.O=C=NCc1ccccc1>>CCOC(=O)Cc1ccc(OC)c(-c2cc(C(F)(F)F)ccc2CN(CC)C(=O)NCc2ccccc2)c1,10
39277,2,CC1(C)COB(c2ccc(F)c(-n3ccnc3)c2)OC1.FC(F)(F)c1cnn2c(Br)cnc2n1>>Fc1ccc(-c2cnc3nc(C(F)(F)F)cnn23)cc1-n1ccnc1.CC1(C)COB(Br)OC1,15
22333,2,Fc1ccc(SC2CCNCC2)cc1.O=C(OO)c1cccc(Cl)c1>>O=S(c1ccc(F)cc1)C1CCNCC1.O=C(O)c1cccc(Cl)c1,33
27818,7,C[C@@](O)(C(=O)O)C(F)(F)F.Nc1ccc(S(=O)(=O)c2ccc(Br)cc2)cc1Cl>>C[C@@](O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(Br)cc2)cc1Cl)C(F)(F)F.O,2
45169,7,CC[C@H](C)CCO.CS(=O)(=O)Cl>>CC[C@H](C)CCOS(C)(=O)=O.Cl,31
29296,1,CC(O)C(N)c1ccccc1.Cc1c(-c2ccccc2)nc2ccccc2c1C(=O)Cl>>Cc1c(-c2ccccc2)nc2ccccc2c1C(=O)NC(c1ccccc1)C(C)O.Cl,7
26655,1,CN.COC(=O)CCCCCCCn1c(-c2cccnc2)c(C)c2ccccc21>>CNC(=O)CCCCCCCn1c(-c2cccnc2)c(C)c2ccccc21.CO,2
48932,2,Nc1ccc2c(c1)CC(=O)N2.O=C(O)C(=O)N1CCC(Cc2ccccc2)CC1>>O=C1Cc2cc(NC(=O)C(=O)N3CCC(Cc4ccccc4)CC3)ccc2N1.O,2
15156,1,NCc1cccc(Oc2ccc(F)cc2)c1.Nc1ncccc1C(=O)O>>Nc1ncccc1C(=O)NCc1cccc(Oc2ccc(F)cc2)c1.O,2
35750,8,CC(C)(C)OC(=O)c1ccc([N+](=O)[O-])cc1C#C[Si](C)(C)C.O>>C#Cc1cc([N+](=O)[O-])ccc1C(=O)OC(C)(C)C.C[Si](C)(C)O,46
20908,1,Cn1cncc1CO.O=C1OC2(CCN(C(=O)c3c[nH]c4cc(Cl)ccc34)CC2)c2ccc(F)cc21>>Cn1cncc1Cn1cc(C(=O)N2CCC3(CC2)OC(=O)c2cc(F)ccc23)c2ccc(Cl)cc21.O,2
21556,1,O=C(N[C@@H]1CC(=O)N(Cc2ccccc2)C1=O)OCc1ccccc1.O>>N[C@@H]1CC(=O)N(Cc2ccccc2)C1=O.O=C(O)OCc1ccccc1,18
39627,6,C#CCO.COC(=O)c1ccccc1I>>COC(=O)c1ccccc1C#CCO.I,25
43093,3,CC(C)(O)c1cc(-c2ccc(C(F)(F)F)cc2)nc(Cl)n1.COc1cc(N)ccc1-c1cnc(C)s1>>COc1cc(Nc2nc(-c3ccc(C(F)(F)F)cc3)cc(C(C)(C)O)n2)ccc1-c1cnc(C)s1.Cl,7
34002,1,CC(C)(C)OC(=O)Nc1sc(-c2c(F)cccc2F)nc1C(=O)O.Nc1cnn(CC(F)F)c1N1CCC(F)C(NC(=O)C(F)(F)F)CC1>>CC(C)(C)OC(=O)Nc1sc(-c2c(F)cccc2F)nc1C(=O)Nc1cnn(CC(F)F)c1N1CCC(F)C(NC(=O)C(F)(F)F)CC1.O,2
38455,1,CC(C)(C)OC(=O)N1CCN(c2ccc(Br)cn2)CC1.OB(O)c1ccc(F)cc1>>CC(C)(C)OC(=O)N1CCN(c2ccc(-c3ccc(F)cc3)cn2)CC1.B(O)(O)Br,15
47937,2,O=C(Nc1ccc(N2CC3CC2CN3)nc1)c1nc(-c2ccccc2)oc1C(F)(F)F.O=C=Nc1ccccc1Cl>>O=C(Nc1ccc(N2CC3CC2CN3C(=O)Nc2ccccc2Cl)nc1)c1nc(-c2ccccc2)oc1C(F)(F)F,10
19877,1,COc1cc2ncnc(Oc3ccc(N)cc3)c2cc1OC.Cc1ccc(C(=O)N=C=S)cc1>>COc1cc2ncnc(Oc3ccc(NC(=S)NC(=O)c4ccc(C)cc4)cc3)c2cc1OC,10
6865,3,CC1(C)OB(c2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)nc2)OC1(C)C.O=C(O)COC1(c2ccc(Br)cc2F)CCC1>>O=C(O)COC1(c2ccc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)nc3)cc2F)CCC1.CC1(C)OB(Br)OC1(C)C,15
45429,6,CC(C(=O)O)c1ccc(NC(=O)OCCCl)cc1>>CC(C(=O)O)c1ccc(N2CCOC2=O)cc1.Cl,7
2515,7,Fc1ccc(Cc2ccc(C3CCNCC3)cc2)cc1.O=C(CCCBr)Nc1ccccc1Cc1ccccc1>>O=C(CCCN1CCC(c2ccc(Cc3ccc(F)cc3)cc2)CC1)Nc1ccccc1Cc1ccccc1.Br,0
